Age,Gender,Occupation,MonthlyDisposableIncome,HealthConsciousness,ExerciseFrequency,ConsumptionFrequency,TryNewBrand,SubscribePlan,SpendPerServing,PackagingFormat,PurchaseChannel,TopHealthBenefit,RecommendLikelihood,CurrentBrands,ExtraFeatures,Flavour_MixedBerry,Flavour_Mango,Flavour_GreenTea,Flavour_Chocolate,Flavour_Coffee,Flavour_Herbal,Flavour_Other,Context_PostWorkout,Context_Breakfast,Context_Afternoon,Context_Evening,Context_SpecialOccasion,Barrier_HighPrice,Barrier_PoorTaste,Barrier_LackTrust,Barrier_HardToFind,Barrier_UnsustainablePack,Rank_Taste,Rank_Price,Rank_NutritionalValue,Rank_BrandReputation,Rank_Packaging,SurveyDate,City,Feedback
18,Female,Self-employed,2427,4,1-2,Never,Yes,Yes,5.85,Bottle,Supermarket,Energy boost,3,None,Low sugar,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,5,2,3,2024-09-02 14:33:25,Ras Al Khaimah,HighPrice
19,Male,Working professional,2640,1,3-4,Daily,No,No,4.6,Bottle,Online retailer,Muscle recovery,5,BrandC,None,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,2,5,3,4,2024-01-18 08:01:28,Abu Dhabi,LackTrust; HardToFind
18,Male,Retired,2155,3,5+,Monthly,No,Yes,17.57,Bottle,Supermarket,Energy boost,4,BrandA,Organic,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,5,2024-08-24 09:59:34,Ajman,No barriers
30,Other,Working professional,11796,4,3-4,Rarely,Yes,No,24.13,Powder sachet,Pharmacy,Digestive health,3,BrandA,None,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,3,5,4,2,2024-10-01 14:26:09,Umm Al Quwain,PoorTaste
22,Female,Working professional,4626,3,None,Rarely,Yes,Yes,7.57,Bottle,Supermarket,Energy boost,3,BrandD,High protein,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,5,1,3,2024-12-13 01:24:48,Sharjah,No barriers
26,Female,Working professional,2581,2,1-2,Daily,No,No,4.42,Tetra Pak,Supermarket,Energy boost,2,BrandA,Eco packaging,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,2,3,5,1,2024-01-23 19:42:47,Abu Dhabi,HighPrice
46,Other,Self-employed,9080,4,3-4,Weekly,Yes,No,22.67,Tetra Pak,Online retailer,Energy boost,2,BrandC,None,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,4,3,1,2,5,2024-08-22 23:21:11,Dubai,HighPrice
21,Male,Working professional,18742,5,1-2,Rarely,Yes,Yes,38.27,Bottle,Supermarket,Immune support,5,BrandA,Organic,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,1,2,3,5,2024-06-28 11:31:07,Fujairah,PoorTaste
24,Male,Homemaker,2916,3,1-2,Weekly,No,Yes,2.69,Powder sachet,Supermarket,Energy boost,4,None,Low sugar,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2,3,1,5,2025-05-02 10:40:56,Fujairah,No barriers
34,Female,Retired,6096,5,3-4,Weekly,No,No,13.21,Bottle,Online retailer,Weight management,5,BrandA,No artificial flavors,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,3,5,2,2025-01-06 07:29:26,Sharjah,No barriers
21,Female,Working professional,7706,4,3-4,Weekly,Yes,No,18.02,Tetra Pak,Supermarket,Weight management,4,BrandC,None,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,5,4,2,3,2025-03-21 07:24:52,Umm Al Quwain,HighPrice
18,Male,Other,7516,4,3-4,Weekly,No,Yes,13.22,Can,Supermarket,Digestive health,4,BrandC,Low sugar,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,2,4,3,2024-07-03 15:27:09,Umm Al Quwain,HardToFind
22,Female,Student,5262,5,1-2,Rarely,Yes,Yes,9.61,Bottle,Supermarket,Weight management,4,None,Organic,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,2,3,1,4,2024-09-15 00:08:39,Sharjah,No barriers
20,Male,Working professional,9589,4,5+,Weekly,Yes,No,22.09,Bottle,Supermarket,Muscle recovery,5,BrandB,No artificial flavors,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,5,3,2,1,4,2024-01-16 11:32:14,Sharjah,No barriers
49,Male,Working professional,7586,5,1-2,Monthly,Yes,No,15.24,Tetra Pak,Online retailer,Weight management,5,None,Gluten-free,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4,5,1,3,2,2024-01-13 06:04:01,Sharjah,PoorTaste
37,Female,Homemaker,1613,2,None,Weekly,Yes,Yes,2.94,Powder sachet,Online retailer,Muscle recovery,5,BrandB,Organic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,4,1,5,2025-06-29 18:35:02,Ajman,PoorTaste
30,Female,Working professional,10745,2,3-4,Weekly,No,No,18.82,Bottle,Online retailer,Energy boost,4,BrandB,No artificial flavors,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,4,3,5,2024-06-04 00:52:44,Ajman,PoorTaste
42,Female,Working professional,10922,5,3-4,Daily,Yes,No,23.99,Bottle,Supermarket,Weight management,2,BrandC,No artificial flavors,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,5,4,2024-05-18 04:06:30,Ajman,No barriers
37,Male,Working professional,2473,4,5+,Weekly,Yes,No,4.57,Powder sachet,Online retailer,Digestive health,4,BrandC,Low sugar,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,3,4,5,2024-06-19 04:08:55,Fujairah,LackTrust
20,Female,Working professional,5085,3,3-4,Weekly,Yes,No,5.83,Bottle,Online retailer,Muscle recovery,2,BrandC,Gluten-free,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,4,5,2,2024-02-28 05:14:21,Dubai,LackTrust
44,Male,Student,9091,4,5+,Monthly,No,No,15.04,Can,Supermarket,Immune support,2,BrandD,No artificial flavors,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,5,2,4,3,1,2025-05-27 10:18:00,Ajman,PoorTaste
27,Male,Homemaker,4071,5,5+,Weekly,Yes,Yes,7.02,Can,Supermarket,Digestive health,3,BrandB,None,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,5,3,2025-02-16 02:07:33,Sharjah,HighPrice
37,Female,Self-employed,12909,5,3-4,Weekly,Yes,No,23.67,Bottle,Supermarket,Weight management,4,BrandA,High protein,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,5,3,4,2024-03-11 10:02:42,Abu Dhabi,HighPrice; PoorTaste
45,Female,Working professional,41253,3,3-4,Weekly,Yes,Yes,80.67,Tetra Pak,Supermarket,Muscle recovery,4,BrandB,Low sugar,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,2,5,4,1,3,2024-04-04 01:44:20,Abu Dhabi,HighPrice; PoorTaste; UnsustainablePack
22,Female,Other,2423,5,3-4,Weekly,No,No,9.54,Powder sachet,Supermarket,Digestive health,3,None,Eco packaging,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,5,4,3,2024-10-12 04:55:09,Umm Al Quwain,LackTrust
19,Female,Working professional,1418,1,5+,Never,Yes,Yes,4.25,Can,Supermarket,Energy boost,4,BrandD,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,5,3,2024-11-09 21:49:01,Abu Dhabi,HighPrice
21,Female,Other,6460,1,3-4,Monthly,Yes,No,7.77,Tetra Pak,Online retailer,Energy boost,1,BrandA,No artificial flavors,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,1,4,3,2,2024-10-20 07:14:10,Abu Dhabi,No barriers
24,Female,Working professional,9409,4,1-2,Daily,Yes,Yes,18.19,Tetra Pak,Online retailer,Weight management,4,BrandA,No artificial flavors,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,1,3,4,2,2024-08-09 16:07:05,Abu Dhabi,No barriers
38,Male,Working professional,3993,2,3-4,Daily,No,No,7.81,Can,Convenience store,Energy boost,4,BrandB,High protein,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,5,3,2,2024-02-02 21:26:23,Umm Al Quwain,No barriers
41,Male,Working professional,18177,3,1-2,Never,Yes,Yes,33.4,Bottle,Online retailer,Energy boost,2,None,Organic,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5,2,1,3,4,2024-05-01 03:42:44,Ras Al Khaimah,LackTrust
18,Male,Homemaker,1473,4,3-4,Weekly,Yes,No,4.01,Tetra Pak,Online retailer,Immune support,5,BrandA,Gluten-free,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,3,5,2025-04-27 01:32:54,Fujairah,LackTrust
26,Male,Working professional,9169,3,1-2,Rarely,Yes,No,14.26,Bottle,Supermarket,Digestive health,4,BrandC,High protein,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,1,5,4,2024-12-22 09:24:41,Abu Dhabi,No barriers
24,Female,Working professional,2849,3,3-4,Daily,Yes,No,7.89,Bottle,Supermarket,Muscle recovery,4,BrandB,No artificial flavors,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,2,5,4,1,3,2025-02-05 11:33:26,Abu Dhabi,HardToFind
21,Female,Student,23097,3,5+,Never,No,No,49.08,Powder sachet,Online retailer,Weight management,4,BrandD,Organic,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,2,3,1,2025-02-23 10:16:38,Abu Dhabi,PoorTaste
19,Male,Working professional,29533,4,1-2,Rarely,Yes,Yes,63.77,Jar,Online retailer,Energy boost,4,BrandA,None,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,5,4,2,3,2024-11-16 17:14:33,Fujairah,UnsustainablePack
22,Male,Working professional,2465,4,None,Monthly,No,No,1.78,Powder sachet,Gym/Fitness centre,Muscle recovery,2,BrandB,Low sugar,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,5,2,4,3,2024-08-13 16:17:39,Umm Al Quwain,LackTrust
52,Female,Self-employed,2997,5,1-2,Daily,No,No,3.25,Bottle,Pharmacy,Weight management,4,BrandC,No artificial flavors,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,3,4,5,2025-03-08 06:31:30,Dubai,HighPrice
22,Male,Homemaker,10653,5,3-4,Weekly,Yes,No,22.69,Jar,Supermarket,Digestive health,4,BrandC,Gluten-free,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5,3,2,4,1,2024-11-17 02:04:56,Ras Al Khaimah,No barriers
26,Female,Student,3469,4,1-2,Weekly,No,No,9.3,Tetra Pak,Supermarket,Immune support,3,BrandD,Low sugar,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5,3,1,4,2,2025-04-23 15:31:00,Fujairah,No barriers
32,Female,Self-employed,4718,5,1-2,Weekly,No,No,11.05,Powder sachet,Online retailer,Weight management,4,BrandA,None,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,4,3,5,2024-07-30 07:42:53,Abu Dhabi,HighPrice
23,Female,Working professional,5028,2,1-2,Weekly,No,Yes,12.22,Powder sachet,Online retailer,Energy boost,4,BrandC,Eco packaging,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,4,5,2025-05-18 10:13:41,Umm Al Quwain,UnsustainablePack
60,Female,Homemaker,873,3,3-4,Daily,Yes,No,9.58,Powder sachet,Supermarket,Weight management,3,BrandA,Eco packaging,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,3,1,2,5,4,2024-10-16 14:26:59,Umm Al Quwain,HighPrice
57,Female,Self-employed,4854,5,1-2,Monthly,Yes,No,10.11,Powder sachet,Online retailer,Weight management,5,BrandC,No artificial flavors,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,5,4,2024-07-19 05:33:48,Ajman,No barriers
21,Male,Working professional,2642,4,3-4,Monthly,Yes,No,4.86,Bottle,Supermarket,Energy boost,4,BrandA,None,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,2,4,5,1,2024-02-09 12:57:58,Fujairah,UnsustainablePack
26,Female,Self-employed,3153,5,None,Weekly,No,No,3.57,Tetra Pak,Online retailer,Digestive health,3,BrandA,None,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,5,1,4,3,2024-12-20 10:58:45,Fujairah,No barriers
22,Female,Working professional,18021,4,3-4,Daily,Yes,Yes,35.45,Bottle,Supermarket,Immune support,4,BrandB,No artificial flavors,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,4,5,2,2025-04-26 01:16:35,Dubai,HighPrice
22,Male,Working professional,9450,5,1-2,Never,Yes,Yes,18.61,Tetra Pak,Online retailer,Immune support,4,BrandB,Eco packaging,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,2,4,5,3,2024-07-18 18:11:37,Umm Al Quwain,PoorTaste; UnsustainablePack
18,Female,Self-employed,10218,4,3-4,Weekly,Yes,Yes,18.54,Powder sachet,Gym/Fitness centre,Digestive health,3,BrandB,No artificial flavors,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,5,1,3,2,2025-05-24 04:44:44,Umm Al Quwain,LackTrust
29,Female,Working professional,3824,4,1-2,Rarely,Yes,Yes,7.57,Bottle,Convenience store,Immune support,5,BrandC,No artificial flavors,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,5,2,3,1,2024-07-18 19:19:19,Ras Al Khaimah,PoorTaste; LackTrust
26,Female,Working professional,3821,4,3-4,Weekly,Yes,No,5.52,Can,Convenience store,Immune support,5,BrandB,Low sugar,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,5,3,4,2024-10-01 01:50:19,Ajman,No barriers
18,Female,Working professional,10010,4,5+,Daily,Yes,No,22.25,Tetra Pak,Online retailer,Muscle recovery,5,BrandA,Gluten-free,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,4,5,2,2024-11-30 16:52:45,Ajman,HighPrice
21,Female,Self-employed,6674,4,5+,Weekly,Yes,Yes,14.2,Bottle,Online retailer,Energy boost,4,BrandB,None,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,2,1,4,3,5,2024-04-12 07:28:39,Dubai,No barriers
46,Female,Working professional,8214,5,3-4,Weekly,No,Yes,15.51,Bottle,Online retailer,Energy boost,5,BrandA,Gluten-free,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,2,5,3,2024-02-22 21:17:04,Umm Al Quwain,PoorTaste
21,Female,Working professional,11747,3,3-4,Rarely,Yes,No,23.87,Bottle,Supermarket,Energy boost,5,BrandA,Eco packaging,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,4,1,2,5,2024-09-27 15:39:42,Ajman,PoorTaste; LackTrust
19,Female,Self-employed,3648,2,5+,Monthly,No,No,5.09,Bottle,Supermarket,Weight management,5,BrandA,None,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,5,4,1,3,2024-06-02 09:49:44,Sharjah,HardToFind
26,Female,Self-employed,2833,4,3-4,Weekly,Yes,No,3.66,Tetra Pak,Supermarket,Digestive health,5,BrandA,None,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,5,1,3,4,2024-02-10 00:58:57,Dubai,HighPrice; PoorTaste
68,Female,Student,1851,4,1-2,Never,Yes,No,2.43,Can,Online retailer,Weight management,4,None,Eco packaging,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,3,4,1,2,5,2024-11-13 09:37:28,Dubai,No barriers
21,Female,Working professional,2338,5,5+,Weekly,No,No,4.29,Bottle,Online retailer,Weight management,3,BrandC,None,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,5,3,1,4,2024-11-03 15:51:31,Sharjah,No barriers
31,Male,Student,69856,3,3-4,Never,No,Yes,139.99,Powder sachet,Supermarket,Energy boost,3,BrandC,Low sugar,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,1,3,4,2,2024-03-24 23:06:06,Dubai,HighPrice; LackTrust; HardToFind
35,Female,Working professional,15066,4,1-2,Never,Yes,Yes,30.42,Tetra Pak,Online retailer,Energy boost,4,BrandD,Low sugar,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,1,3,2,5,2024-06-07 18:43:09,Ajman,No barriers
21,Female,Working professional,1457,4,1-2,Daily,No,Yes,1.0,Can,Online retailer,Weight management,5,None,Low sugar,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,5,1,3,2,4,2024-03-05 16:20:27,Ajman,HighPrice
33,Male,Self-employed,1495,4,1-2,Weekly,No,Yes,2.83,Bottle,Gym/Fitness centre,Energy boost,4,BrandB,Low sugar,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,4,1,2,5,2024-02-18 21:18:45,Fujairah,HighPrice; HardToFind
23,Female,Working professional,7583,5,3-4,Weekly,No,No,13.53,Tetra Pak,Online retailer,Energy boost,5,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,3,2,4,2024-06-16 20:55:25,Ajman,PoorTaste
30,Male,Working professional,8043,3,1-2,Monthly,Yes,No,9.27,Bottle,Supermarket,Weight management,4,None,None,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,1,3,4,2,2024-11-06 12:12:01,Sharjah,HighPrice
30,Male,Working professional,8055,4,1-2,Monthly,Yes,Yes,22.26,Tetra Pak,Supermarket,Weight management,3,BrandD,High protein,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2,5,4,2024-02-23 05:00:57,Fujairah,PoorTaste
27,Female,Self-employed,3907,5,1-2,Never,Yes,Yes,6.22,Tetra Pak,Pharmacy,Energy boost,1,BrandD,High protein,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,4,3,5,2024-09-24 08:51:47,Ajman,HighPrice
19,Male,Working professional,4390,5,3-4,Rarely,Yes,Yes,7.29,Bottle,Supermarket,Muscle recovery,4,BrandC,No artificial flavors,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2,1,5,3,4,2024-06-08 01:42:25,Sharjah,LackTrust
39,Female,Other,6602,4,3-4,Weekly,Yes,No,10.51,Powder sachet,Online retailer,Weight management,5,BrandC,Eco packaging,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,5,4,3,1,2025-01-11 00:35:07,Sharjah,HighPrice
22,Female,Working professional,5310,4,1-2,Daily,No,No,8.51,Can,Online retailer,Energy boost,5,BrandC,No artificial flavors,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,5,2,3,1,2025-02-16 18:49:18,Sharjah,No barriers
20,Female,Student,667,3,None,Monthly,Yes,Yes,1.0,Bottle,Convenience store,Muscle recovery,4,BrandC,Eco packaging,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,5,3,2,4,1,2024-12-30 08:58:48,Fujairah,HighPrice; PoorTaste; HardToFind
18,Male,Working professional,3997,4,1-2,Daily,Yes,Yes,10.7,Powder sachet,Online retailer,Weight management,5,BrandB,Gluten-free,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,2,5,1,3,4,2025-02-21 15:02:06,Dubai,HighPrice
28,Male,Working professional,2284,5,5+,Rarely,Yes,No,15.01,Can,Online retailer,Energy boost,3,BrandD,Eco packaging,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,5,2,1,4,3,2024-11-23 04:29:19,Ras Al Khaimah,LackTrust
31,Female,Working professional,5754,4,3-4,Weekly,No,No,10.86,Tetra Pak,Supermarket,Immune support,4,None,No artificial flavors,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,4,3,5,1,2024-01-31 03:55:46,Umm Al Quwain,No barriers
18,Other,Student,72167,3,3-4,Weekly,Yes,Yes,146.73,Tetra Pak,Convenience store,Muscle recovery,3,BrandC,None,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,4,5,3,2025-02-08 00:35:28,Sharjah,HighPrice; PoorTaste; LackTrust
26,Female,Working professional,6841,3,None,Daily,No,No,12.63,Bottle,Online retailer,Weight management,3,BrandB,Organic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,3,1,2,2025-05-18 14:38:04,Ajman,No barriers
21,Male,Homemaker,3706,3,3-4,Rarely,Yes,No,7.45,Powder sachet,Supermarket,Digestive health,5,BrandC,No artificial flavors,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,2,3,4,5,1,2024-11-28 11:25:54,Sharjah,PoorTaste; LackTrust
30,Female,Working professional,11267,3,3-4,Daily,No,Yes,20.69,Can,Online retailer,Immune support,5,BrandA,None,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2,1,5,4,3,2024-02-02 04:00:03,Umm Al Quwain,HardToFind
20,Female,Self-employed,7589,2,1-2,Rarely,No,Yes,18.55,Bottle,Supermarket,Energy boost,1,None,None,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5,3,4,2,1,2024-08-22 09:36:55,Abu Dhabi,No barriers
32,Female,Working professional,7173,4,1-2,Weekly,Yes,Yes,16.44,Powder sachet,Supermarket,Digestive health,3,BrandC,Low sugar,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,1,5,4,2,2024-12-31 00:37:54,Dubai,HardToFind
23,Male,Working professional,8486,2,1-2,Rarely,No,No,16.67,Can,Online retailer,Digestive health,3,BrandA,Eco packaging,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,5,4,3,1,2,2024-05-18 02:50:53,Ajman,HardToFind
51,Female,Working professional,31285,3,5+,Monthly,Yes,No,61.77,Tetra Pak,Gym/Fitness centre,Energy boost,2,BrandC,No artificial flavors,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5,4,3,2,2025-06-19 05:40:27,Dubai,HardToFind
19,Female,Working professional,1776,4,5+,Daily,Yes,No,3.49,Jar,Online retailer,Muscle recovery,4,BrandD,Organic,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,1,4,2,2025-03-31 05:10:34,Dubai,No barriers
23,Other,Working professional,7527,3,3-4,Rarely,Yes,No,14.78,Bottle,Online retailer,Energy boost,4,BrandB,Eco packaging,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,5,2,1,2025-01-02 13:04:01,Abu Dhabi,No barriers
19,Male,Working professional,2135,2,3-4,Daily,Yes,No,1.18,Bottle,Online retailer,Muscle recovery,4,BrandA,No artificial flavors,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,3,4,1,2,2024-06-29 02:17:04,Sharjah,LackTrust
49,Female,Student,8103,3,1-2,Weekly,No,No,18.37,Bottle,Online retailer,Muscle recovery,3,BrandB,Gluten-free,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,5,2,4,3,2024-08-05 03:27:25,Ajman,No barriers
43,Female,Working professional,2150,3,3-4,Daily,Yes,No,3.85,Powder sachet,Supermarket,Weight management,3,None,Low sugar,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,3,2,4,5,2024-12-06 17:17:55,Ras Al Khaimah,PoorTaste; LackTrust
21,Male,Working professional,3376,4,3-4,Rarely,Yes,Yes,10.55,Bottle,Supermarket,Digestive health,4,BrandB,None,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,5,4,2,1,3,2025-06-23 07:05:04,Dubai,HardToFind
30,Female,Retired,3768,2,1-2,Never,Yes,No,8.38,Bottle,Supermarket,Digestive health,5,BrandD,Eco packaging,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,1,5,4,3,2025-04-02 09:27:42,Umm Al Quwain,HighPrice
38,Female,Homemaker,11828,5,5+,Monthly,Yes,No,18.61,Bottle,Supermarket,Immune support,5,BrandB,High protein,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,3,4,5,2,2024-07-12 12:26:56,Ras Al Khaimah,No barriers
27,Male,Self-employed,11233,5,1-2,Monthly,Yes,No,19.9,Bottle,Convenience store,Weight management,3,BrandA,High protein,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,5,1,3,2,4,2025-02-26 06:58:13,Ras Al Khaimah,LackTrust
27,Male,Self-employed,1602,4,1-2,Rarely,No,Yes,1.0,Tetra Pak,Pharmacy,Energy boost,3,BrandB,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,3,2025-02-07 10:20:52,Fujairah,No barriers
21,Female,Working professional,5164,4,3-4,Daily,Yes,No,7.74,Powder sachet,Supermarket,Digestive health,3,BrandB,None,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,3,5,2,2025-03-24 00:28:16,Sharjah,HighPrice; PoorTaste
19,Male,Working professional,2595,5,3-4,Never,Yes,No,1.92,Bottle,Online retailer,Energy boost,1,None,High protein,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,2,3,5,2025-05-04 02:29:35,Ras Al Khaimah,No barriers
45,Female,Retired,1583,4,3-4,Daily,Yes,Yes,3.67,Can,Convenience store,Weight management,3,None,High protein,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4,5,3,2,2025-01-23 12:21:01,Ajman,HighPrice
45,Male,Working professional,4043,1,1-2,Never,Yes,No,7.45,Jar,Supermarket,Digestive health,5,BrandA,High protein,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,3,5,4,2024-02-29 11:31:35,Sharjah,LackTrust
30,Female,Working professional,3723,4,5+,Rarely,Yes,Yes,8.93,Can,Online retailer,Energy boost,5,BrandB,No artificial flavors,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,2,4,2025-05-20 08:57:32,Umm Al Quwain,No barriers
22,Male,Student,43654,5,3-4,Rarely,No,No,87.23,Powder sachet,Supermarket,Weight management,3,None,Organic,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,5,3,2,2024-09-20 12:28:52,Ras Al Khaimah,HighPrice
23,Female,Working professional,7257,3,3-4,Monthly,Yes,No,14.03,Can,Online retailer,Weight management,4,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,5,1,3,4,2024-09-03 20:15:30,Sharjah,PoorTaste
33,Other,Working professional,1422,1,5+,Weekly,Yes,No,6.85,Bottle,Convenience store,Energy boost,3,BrandB,High protein,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,4,3,5,2024-06-19 11:54:36,Ajman,HighPrice
45,Other,Homemaker,2956,4,3-4,Monthly,Yes,Yes,6.36,Powder sachet,Pharmacy,Weight management,2,BrandA,Low sugar,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,3,2,5,4,2025-02-09 08:59:06,Dubai,HighPrice; PoorTaste
44,Female,Working professional,12323,5,1-2,Daily,Yes,Yes,24.48,Can,Online retailer,Energy boost,4,BrandD,Eco packaging,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,3,5,4,2024-04-17 23:37:12,Abu Dhabi,HighPrice
